ID_Venda;Data_Venda;Loja;Produto;Categoria;Quantidade;Preco_Unitario;Vendedor;Forma_Pagamento;Custo_Unitario
1710;04/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;2;224412;Bryan da Luz;Cartão de Débito;135639
1711;04/07/2025;Loja Fortaleza;Geladeira Duplex;Casa e Eletro;4;216544;Yago Cardoso;Cartão de Débito;139402
1712;04/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;4;33755;Sra. Ana Carolina Rodrigues;PIX;175318
1713;04/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;4;423584;Bryan da Luz;Cartão de Débito;299612
1714;04/07/2025;Loja Salvador;Saia Midi;Vestuário Feminino;1;240388;Luiz Gustavo Cardoso;Cartão de Débito;208023
1715;04/07/2025;Loja São Paulo;Ar Condicionado;Casa e Eletro;2;38045;Yago Cardoso;Cartão de Crédito;329706
1716;04/07/2025;Loja Porto Alegre;Tablet 10'';Eletrônicos;1;116755;Dra. Fernanda Pereira;PIX;94542
1717;04/07/2025;Loja Salvador;Notebook Intel i7;Eletrônicos;1;180528;Dra. Isadora das Neves;Boleto;143166
1718;04/07/2025;Loja Fortaleza;Tablet 10'';Eletrônicos;5;342403;Mirella Pires;Boleto;189498
1719;04/07/2025;Loja Fortaleza;Vestido Floral;Vestuário Feminino;3;63497;Yago Cardoso;PIX;38785
1720;04/07/2025;Loja São Paulo;Calça Jeans;Vestuário Masculino;2;346219;Dra. Isadora das Neves;Boleto;196308
1721;04/07/2025;Loja Porto Alegre;Sapato Social;Vestuário Masculino;2;236958;Vitória Gonçalves;Cartão de Crédito;147894
1722;04/07/2025;Loja Porto Alegre;Ar Condicionado;Casa e Eletro;5;33427;Vitória Gonçalves;Cartão de Crédito;178077
1723;04/07/2025;Loja Salvador;Saia Midi;Vestuário Feminino;2;292379;Yago Cardoso;Dinheiro;161662
1724;04/07/2025;Loja Recife;Calça Jeans;Vestuário Masculino;1;331167;Dra. Isadora das Neves;Cartão de Crédito;24833
1725;04/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;2;442431;Bryan da Luz;Cartão de Débito;230829
1726;04/07/2025;Loja Salvador;Smartphone A22;Eletrônicos;5;408735;Mirella Pires;Cartão de Débito;323141
1727;04/07/2025;Loja São Paulo;Camisa Social;Vestuário Masculino;5;148373;Dra. Fernanda Pereira;Boleto;75275
1728;04/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;2;316734;Mirella Pires;PIX;179735
1729;04/07/2025;Loja Fortaleza;Geladeira Duplex;Casa e Eletro;2;282015;Sra. Ana Carolina Rodrigues;Boleto;253125
1730;04/07/2025;Loja Recife;Smartphone A22;Eletrônicos;2;43303;André Costela;PIX;22796
1731;04/07/2025;Loja Fortaleza;Blusa Básica;Vestuário Feminino;3;389952;Vitória Gonçalves;PIX;276069
1732;04/07/2025;Loja Salvador;Saia Midi;Vestuário Feminino;4;457659;André Costela;Cartão de Débito;254967
1733;04/07/2025;Loja São Paulo;Geladeira Duplex;Casa e Eletro;1;62853;André Costela;Cartão de Débito;52154
1734;04/07/2025;Loja Recife;Smartphone A22;Eletrônicos;4;111206;Dra. Fernanda Pereira;PIX;74193
1735;04/07/2025;Loja Recife;Notebook Intel i5;Eletrônicos;3;463689;Sra. Ana Carolina Rodrigues;PIX;328724
1736;04/07/2025;Loja Salvador;Geladeira Duplex;Casa e Eletro;1;8963;Sra. Ana Carolina Rodrigues;Cartão de Crédito;75243
1737;04/07/2025;Loja São Paulo;Notebook Intel i5;Eletrônicos;1;90474;Sra. Ana Carolina Rodrigues;Cartão de Crédito;48661
1738;04/07/2025;Loja Porto Alegre;Ar Condicionado;Casa e Eletro;2;391935;Yago Cardoso;Cartão de Débito;220635
1739;04/07/2025;Loja Salvador;Geladeira Duplex;Casa e Eletro;5;33777;Luiz Gustavo Cardoso;Dinheiro;22851
1740;04/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;3;213416;Dra. Isadora das Neves;Dinheiro;169897
1741;04/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;1;270533;Yago Cardoso;Cartão de Débito;242862
1742;04/07/2025;Loja São Paulo;Tablet 10'';Eletrônicos;3;459622;Bryan da Luz;Cartão de Débito;378508
1743;04/07/2025;Loja Recife;Smartphone A22;Eletrônicos;3;292328;Yago Cardoso;Dinheiro;161315
1744;04/07/2025;Loja São Paulo;Camiseta Polo;Vestuário Masculino;3;109411;Mirella Pires;PIX;89498
1745;04/07/2025;Loja Porto Alegre;Tablet 10'';Eletrônicos;3;371651;Bryan da Luz;Cartão de Crédito;263096
1746;04/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;3;37036;Dra. Fernanda Pereira;Dinheiro;29055
1747;04/07/2025;Loja Porto Alegre;Ar Condicionado;Casa e Eletro;4;48957;André Costela;PIX;306279
1748;04/07/2025;Loja Recife;Saia Midi;Vestuário Feminino;1;108349;Dra. Isadora das Neves;PIX;58726
1749;04/07/2025;Loja Salvador;Vestido Floral;Vestuário Feminino;1;123582;Luiz Gustavo Cardoso;Cartão de Débito;87609
1750;04/07/2025;Loja Porto Alegre;Tablet 10'';Eletrônicos;3;470941;Mirella Pires;Cartão de Débito;405432
1751;04/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;4;140998;Vitória Gonçalves;Cartão de Débito;80305
1752;04/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;4;250767;Dra. Isadora das Neves;Cartão de Crédito;165627
1753;04/07/2025;Loja Fortaleza;Ar Condicionado;Casa e Eletro;5;341921;Yago Cardoso;Dinheiro;271751
1754;04/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;1;34906;Mirella Pires;PIX;179768
1755;04/07/2025;Loja Porto Alegre;Liquidificador;Casa e Eletro;2;238587;Mirella Pires;PIX;176818
1756;04/07/2025;Loja São Paulo;Shorts Jeans;Vestuário Feminino;3;467718;Sra. Ana Carolina Rodrigues;Cartão de Débito;405779
1757;04/07/2025;Loja São Paulo;Liquidificador;Casa e Eletro;1;11709;Anthony Nogueira;Dinheiro;63278
1758;04/07/2025;Loja Porto Alegre;Notebook Intel i5;Eletrônicos;2;158182;Dra. Fernanda Pereira;Boleto;114343
1759;04/07/2025;Loja Salvador;Vestido Floral;Vestuário Feminino;4;481934;Vitória Gonçalves;PIX;343944
1760;04/07/2025;Loja São Paulo;Liquidificador;Casa e Eletro;3;71755;Vitória Gonçalves;Dinheiro;55921
1761;04/07/2025;Loja São Paulo;Ar Condicionado;Casa e Eletro;3;26059;Vitória Gonçalves;Dinheiro;16673
1762;04/07/2025;Loja Salvador;Camiseta Polo;Vestuário Masculino;4;210606;Dra. Isadora das Neves;Boleto;143329
1763;04/07/2025;Loja Salvador;Camisa Social;Vestuário Masculino;2;423052;Luiz Gustavo Cardoso;Cartão de Crédito;267038
1764;04/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;4;107925;Anthony Nogueira;PIX;86216
1765;04/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;4;208644;Vitória Gonçalves;Boleto;166314
1766;04/07/2025;Loja Porto Alegre;Geladeira Duplex;Casa e Eletro;1;24425;Luiz Gustavo Cardoso;Boleto;15207
1767;04/07/2025;Loja Fortaleza;Geladeira Duplex;Casa e Eletro;4;208774;Mirella Pires;Cartão de Débito;145872
1768;04/07/2025;Loja Salvador;Calça Jeans;Vestuário Masculino;5;444805;Dra. Fernanda Pereira;PIX;397387
1769;04/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;3;226426;Vitória Gonçalves;Boleto;113978
1770;04/07/2025;Loja São Paulo;Calça Jeans;Vestuário Masculino;2;44253;Bryan da Luz;PIX;31819
1771;04/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;2;456569;Dra. Isadora das Neves;Cartão de Crédito;384551
1772;04/07/2025;Loja São Paulo;Notebook Intel i5;Eletrônicos;4;225543;Anthony Nogueira;Cartão de Crédito;146479
1773;04/07/2025;Loja Salvador;Notebook Intel i7;Eletrônicos;5;416945;Dra. Fernanda Pereira;Boleto;295288
1774;04/07/2025;Loja Salvador;Notebook Intel i5;Eletrônicos;5;5041;Mirella Pires;Boleto;28764
1775;04/07/2025;Loja Salvador;Smartphone A22;Eletrônicos;5;320163;Vitória Gonçalves;PIX;167455
1776;04/07/2025;Loja Salvador;Shorts Jeans;Vestuário Feminino;5;221955;Yago Cardoso;PIX;14110
1777;04/07/2025;Loja São Paulo;Camiseta Polo;Vestuário Masculino;4;492736;Vitória Gonçalves;Boleto;294032
1778;04/07/2025;Loja Porto Alegre;Ar Condicionado;Casa e Eletro;3;71355;Luiz Gustavo Cardoso;Cartão de Débito;46193
1779;04/07/2025;Loja Salvador;Notebook Intel i5;Eletrônicos;1;142232;Mirella Pires;Dinheiro;90119
1780;04/07/2025;Loja Salvador;Smartphone A22;Eletrônicos;2;49381;Vitória Gonçalves;Boleto;278947
1781;04/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;5;205596;Yago Cardoso;Cartão de Débito;147073
1782;04/07/2025;Loja São Paulo;Shorts Jeans;Vestuário Feminino;1;41353;Yago Cardoso;Cartão de Débito;27754
1783;04/07/2025;Loja Recife;Notebook Intel i5;Eletrônicos;4;459993;Dra. Fernanda Pereira;Dinheiro;339404
1784;04/07/2025;Loja Porto Alegre;Sapato Social;Vestuário Masculino;4;399063;Anthony Nogueira;Boleto;330829
1785;04/07/2025;Loja Recife;Vestido Floral;Vestuário Feminino;3;347808;Luiz Gustavo Cardoso;Cartão de Crédito;28762
1786;04/07/2025;Loja Porto Alegre;Calça Jeans;Vestuário Masculino;2;126422;Sra. Ana Carolina Rodrigues;Cartão de Débito;79323
1787;04/07/2025;Loja Salvador;Blusa Básica;Vestuário Feminino;5;78989;Vitória Gonçalves;Dinheiro;46599
1788;04/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;1;137639;Vitória Gonçalves;Boleto;71971
1789;04/07/2025;Loja São Paulo;Geladeira Duplex;Casa e Eletro;4;323748;André Costela;Dinheiro;246363
1790;04/07/2025;Loja Recife;Ar Condicionado;Casa e Eletro;4;70383;Yago Cardoso;Dinheiro;57648
1791;04/07/2025;Loja Fortaleza;Cafeteira 15x;Casa e Eletro;3;448379;Dra. Isadora das Neves;Cartão de Crédito;383023
1792;04/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;1;174042;Vitória Gonçalves;Cartão de Débito;156633
1793;04/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;5;130771;Bryan da Luz;Boleto;108459
1794;04/07/2025;Loja Salvador;Smartphone A22;Eletrônicos;3;28198;Mirella Pires;Cartão de Crédito;19995
1795;04/07/2025;Loja Fortaleza;Ar Condicionado;Casa e Eletro;1;424182;Sra. Ana Carolina Rodrigues;Dinheiro;284132
1796;04/07/2025;Loja Porto Alegre;Smartphone A22;Eletrônicos;2;371568;Yago Cardoso;Cartão de Crédito;229524
1797;04/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;4;435452;Bryan da Luz;Cartão de Débito;389035
1798;04/07/2025;Loja Porto Alegre;Notebook Intel i5;Eletrônicos;3;8752;Dra. Fernanda Pereira;Cartão de Débito;67149
1799;04/07/2025;Loja Salvador;Cafeteira 15x;Casa e Eletro;3;152031;Vitória Gonçalves;Boleto;119196
1800;05/07/2025;Loja Recife;Smartphone A22;Eletrônicos;2;372279;Yago Cardoso;Dinheiro;198792
1801;05/07/2025;Loja Salvador;Liquidificador;Casa e Eletro;2;14041;Dra. Fernanda Pereira;Dinheiro;10149
1802;05/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;5;212262;Bryan da Luz;Cartão de Crédito;106269
1803;05/07/2025;Loja Recife;Shorts Jeans;Vestuário Feminino;4;211437;Mirella Pires;Boleto;161527
1804;05/07/2025;Loja Salvador;Liquidificador;Casa e Eletro;2;383726;Bryan da Luz;Boleto;308163
1805;05/07/2025;Loja Fortaleza;Geladeira Duplex;Casa e Eletro;1;228441;André Costela;PIX;148776
1806;05/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;1;439365;Luiz Gustavo Cardoso;Cartão de Crédito;227957
1807;05/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;2;74868;Dra. Isadora das Neves;Cartão de Crédito;50936
1808;05/07/2025;Loja Recife;Blusa Básica;Vestuário Feminino;3;45432;Luiz Gustavo Cardoso;Cartão de Débito;361821
1809;05/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;3;163467;Mirella Pires;Cartão de Débito;94052
1810;05/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;3;360337;Dra. Isadora das Neves;Dinheiro;264101
1811;05/07/2025;Loja Recife;Camiseta Polo;Vestuário Masculino;1;38944;Dra. Isadora das Neves;Cartão de Crédito;23418
1812;05/07/2025;Loja São Paulo;Tablet 10'';Eletrônicos;4;460204;Anthony Nogueira;Dinheiro;343687
1813;05/07/2025;Loja Porto Alegre;Vestido Floral;Vestuário Feminino;4;259093;Dra. Isadora das Neves;Cartão de Crédito;191036
1814;05/07/2025;Loja Salvador;Shorts Jeans;Vestuário Feminino;5;283418;Mirella Pires;PIX;179356
1815;05/07/2025;Loja Recife;Ar Condicionado;Casa e Eletro;2;395628;Yago Cardoso;Boleto;262689
1816;05/07/2025;Loja Recife;Cafeteira 15x;Casa e Eletro;5;26211;Anthony Nogueira;Dinheiro;151926
1817;05/07/2025;Loja São Paulo;Liquidificador;Casa e Eletro;5;395284;Yago Cardoso;Cartão de Crédito;272976
1818;05/07/2025;Loja São Paulo;Ar Condicionado;Casa e Eletro;5;41653;Anthony Nogueira;Cartão de Débito;315863
1819;05/07/2025;Loja Salvador;Camisa Social;Vestuário Masculino;2;463879;Mirella Pires;Cartão de Crédito;232842
1820;05/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;5;187081;Yago Cardoso;Cartão de Débito;95427
1821;05/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;4;49291;Yago Cardoso;Cartão de Débito;2576
1822;05/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;1;321289;Dra. Isadora das Neves;Dinheiro;231861
1823;05/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;2;106166;Bryan da Luz;Boleto;81603
1824;05/07/2025;Loja Porto Alegre;Blusa Básica;Vestuário Feminino;4;259382;Bryan da Luz;PIX;167087
1825;05/07/2025;Loja Recife;Camisa Social;Vestuário Masculino;3;419008;André Costela;Cartão de Crédito;326936
1826;05/07/2025;Loja Fortaleza;Notebook Intel i7;Eletrônicos;3;382254;Anthony Nogueira;Cartão de Crédito;228174
1827;05/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;5;480475;André Costela;PIX;267637
1828;05/07/2025;Loja São Paulo;Ar Condicionado;Casa e Eletro;4;382462;Dra. Fernanda Pereira;Dinheiro;199387
1829;05/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;4;26250;André Costela;Boleto;163429
1830;05/07/2025;Loja Salvador;Cafeteira 15x;Casa e Eletro;1;382639;Anthony Nogueira;Cartão de Débito;231915
1831;05/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;2;409114;Sra. Ana Carolina Rodrigues;Cartão de Débito;247854
1832;05/07/2025;Loja Porto Alegre;Notebook Intel i5;Eletrônicos;3;369601;Luiz Gustavo Cardoso;Cartão de Crédito;202209
1833;05/07/2025;Loja Fortaleza;Camisa Social;Vestuário Masculino;5;461435;Anthony Nogueira;PIX;330978
1834;05/07/2025;Loja Recife;Camisa Social;Vestuário Masculino;1;431738;Sra. Ana Carolina Rodrigues;Cartão de Débito;296796
1835;05/07/2025;Loja Fortaleza;Cafeteira 15x;Casa e Eletro;3;17059;Dra. Isadora das Neves;Cartão de Débito;9727
1836;05/07/2025;Loja Salvador;Sapato Social;Vestuário Masculino;4;120756;Bryan da Luz;Dinheiro;100374
1837;05/07/2025;Loja Recife;Sapato Social;Vestuário Masculino;2;180717;Vitória Gonçalves;Dinheiro;101928
1838;05/07/2025;Loja Salvador;Camisa Social;Vestuário Masculino;4;419704;Yago Cardoso;PIX;255493
1839;05/07/2025;Loja São Paulo;Calça Jeans;Vestuário Masculino;2;373618;Bryan da Luz;Cartão de Débito;292025
1840;05/07/2025;Loja Fortaleza;Sapato Social;Vestuário Masculino;5;45538;Luiz Gustavo Cardoso;Cartão de Crédito;22893
1841;05/07/2025;Loja Salvador;Vestido Floral;Vestuário Feminino;4;437392;Luiz Gustavo Cardoso;Boleto;295947
1842;05/07/2025;Loja Recife;Liquidificador;Casa e Eletro;3;2649;Dra. Fernanda Pereira;Dinheiro;14247
1843;05/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;3;343481;Luiz Gustavo Cardoso;PIX;187322
1844;05/07/2025;Loja Recife;Saia Midi;Vestuário Feminino;5;114925;André Costela;PIX;69503
1845;05/07/2025;Loja Recife;Saia Midi;Vestuário Feminino;4;306556;Luiz Gustavo Cardoso;Cartão de Débito;222907
1846;05/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;4;132961;Luiz Gustavo Cardoso;Dinheiro;97045
1847;05/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;4;232456;Vitória Gonçalves;PIX;194428
1848;05/07/2025;Loja Salvador;Cafeteira 15x;Casa e Eletro;5;57654;Vitória Gonçalves;Dinheiro;41351
1849;05/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;1;36941;Yago Cardoso;PIX;26796
1850;05/07/2025;Loja Fortaleza;Sapato Social;Vestuário Masculino;3;283665;Luiz Gustavo Cardoso;Boleto;232736
1851;05/07/2025;Loja Salvador;Saia Midi;Vestuário Feminino;1;82488;André Costela;Cartão de Débito;54858
1852;05/07/2025;Loja Recife;Blusa Básica;Vestuário Feminino;5;4502;Vitória Gonçalves;Cartão de Débito;3293
1853;05/07/2025;Loja Recife;Ar Condicionado;Casa e Eletro;4;449013;Sra. Ana Carolina Rodrigues;PIX;230603
1854;05/07/2025;Loja São Paulo;Camiseta Polo;Vestuário Masculino;3;497551;André Costela;Cartão de Crédito;25134
1855;05/07/2025;Loja Porto Alegre;Tablet 10'';Eletrônicos;5;39672;Dra. Isadora das Neves;PIX;21968
1856;05/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;4;1484;Dra. Isadora das Neves;Dinheiro;10086
1857;05/07/2025;Loja Recife;Vestido Floral;Vestuário Feminino;1;275373;Vitória Gonçalves;Dinheiro;227409
1858;05/07/2025;Loja Recife;Camisa Social;Vestuário Masculino;4;44928;Anthony Nogueira;Cartão de Débito;40366
1859;05/07/2025;Loja São Paulo;Calça Jeans;Vestuário Masculino;1;382427;Vitória Gonçalves;Cartão de Débito;211097
1860;05/07/2025;Loja Fortaleza;Camiseta Polo;Vestuário Masculino;4;206007;Dra. Fernanda Pereira;Boleto;130879
1861;05/07/2025;Loja Porto Alegre;Calça Jeans;Vestuário Masculino;3;254484;Sra. Ana Carolina Rodrigues;Boleto;169351
1862;05/07/2025;Loja Fortaleza;Notebook Intel i5;Eletrônicos;2;350237;Bryan da Luz;Cartão de Crédito;268345
1863;05/07/2025;Loja Porto Alegre;Sapato Social;Vestuário Masculino;2;499033;Yago Cardoso;Dinheiro;36799
1864;05/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;1;151093;Mirella Pires;PIX;109963
1865;05/07/2025;Loja São Paulo;Tablet 10'';Eletrônicos;4;81375;Dra. Fernanda Pereira;Boleto;48357
1866;05/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;2;363726;Sra. Ana Carolina Rodrigues;Dinheiro;182702
1867;05/07/2025;Loja São Paulo;Blusa Básica;Vestuário Feminino;5;280087;Sra. Ana Carolina Rodrigues;PIX;158123
1868;05/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;2;101739;Anthony Nogueira;Boleto;59049
1869;05/07/2025;Loja Porto Alegre;Notebook Intel i7;Eletrônicos;2;22458;Vitória Gonçalves;Dinheiro;134904
1870;05/07/2025;Loja Fortaleza;Geladeira Duplex;Casa e Eletro;5;80171;Dra. Isadora das Neves;Cartão de Crédito;46197
1871;05/07/2025;Loja Fortaleza;Sapato Social;Vestuário Masculino;4;497288;Yago Cardoso;Cartão de Débito;314935
1872;05/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;5;363412;Vitória Gonçalves;Cartão de Débito;244264
1873;05/07/2025;Loja São Paulo;Notebook Intel i5;Eletrônicos;5;245791;Dra. Fernanda Pereira;Dinheiro;203031
1874;05/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;5;406618;Vitória Gonçalves;Boleto;299328
1875;05/07/2025;Loja Salvador;Ar Condicionado;Casa e Eletro;2;81174;Anthony Nogueira;PIX;6859
1876;05/07/2025;Loja São Paulo;Cafeteira 15x;Casa e Eletro;2;476452;Sra. Ana Carolina Rodrigues;Cartão de Crédito;288652
1877;05/07/2025;Loja São Paulo;Smartphone A22;Eletrônicos;5;25198;Yago Cardoso;Dinheiro;17356
1878;05/07/2025;Loja Salvador;Notebook Intel i7;Eletrônicos;3;267812;Dra. Isadora das Neves;Cartão de Crédito;136519
1879;05/07/2025;Loja Porto Alegre;Shorts Jeans;Vestuário Feminino;3;21219;Luiz Gustavo Cardoso;Cartão de Crédito;142096
1880;05/07/2025;Loja Salvador;Liquidificador;Casa e Eletro;1;8348;Dra. Fernanda Pereira;Cartão de Crédito;4381
1881;05/07/2025;Loja Fortaleza;Vestido Floral;Vestuário Feminino;4;297988;Sra. Ana Carolina Rodrigues;PIX;26513
1882;05/07/2025;Loja Fortaleza;Shorts Jeans;Vestuário Feminino;2;388822;Dra. Isadora das Neves;Boleto;254695
1883;05/07/2025;Loja Salvador;Saia Midi;Vestuário Feminino;4;55172;Anthony Nogueira;Cartão de Débito;27763
1884;05/07/2025;Loja São Paulo;Liquidificador;Casa e Eletro;5;353265;Luiz Gustavo Cardoso;Boleto;304183
1885;05/07/2025;Loja Porto Alegre;Sapato Social;Vestuário Masculino;3;279462;Bryan da Luz;Cartão de Crédito;157876
1886;05/07/2025;Loja São Paulo;Tablet 10'';Eletrônicos;3;455772;Yago Cardoso;Cartão de Débito;227945
1887;05/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;4;334676;Sra. Ana Carolina Rodrigues;Boleto;176059
1888;05/07/2025;Loja Salvador;Sapato Social;Vestuário Masculino;2;486325;Sra. Ana Carolina Rodrigues;Dinheiro;260637
1889;05/07/2025;Loja São Paulo;Vestido Floral;Vestuário Feminino;1;247857;Mirella Pires;PIX;217233
1890;05/07/2025;Loja Salvador;Cafeteira 15x;Casa e Eletro;1;480534;Anthony Nogueira;PIX;388058
1891;05/07/2025;Loja Recife;Saia Midi;Vestuário Feminino;5;288347;Anthony Nogueira;Dinheiro;238039
1892;05/07/2025;Loja São Paulo;Notebook Intel i5;Eletrônicos;4;175907;Luiz Gustavo Cardoso;PIX;125371
1893;05/07/2025;Loja Porto Alegre;Liquidificador;Casa e Eletro;2;20768;Luiz Gustavo Cardoso;Cartão de Crédito;142101
1894;05/07/2025;Loja Recife;Camiseta Polo;Vestuário Masculino;1;74491;Dra. Isadora das Neves;Cartão de Crédito;5972
1895;05/07/2025;Loja Fortaleza;Saia Midi;Vestuário Feminino;1;322687;Yago Cardoso;Boleto;161879
1896;05/07/2025;Loja Fortaleza;Sapato Social;Vestuário Masculino;2;281653;Mirella Pires;Boleto;168706
1897;05/07/2025;Loja Recife;Geladeira Duplex;Casa e Eletro;2;15949;Luiz Gustavo Cardoso;PIX;13165
1898;05/07/2025;Loja Salvador;Blusa Básica;Vestuário Feminino;4;272225;Yago Cardoso;PIX;239185
1899;05/07/2025;Loja Salvador;Geladeira Duplex;Casa e Eletro;3;188235;Mirella Pires;Cartão de Crédito;145028
1900;05/07/2025;Loja Recife;Notebook Intel i5;Eletrônicos;5;19709;Bryan da Luz;Dinheiro;15988
1901;05/07/2025;Loja Recife;Smartphone A22;Eletrônicos;4;427127;Luiz Gustavo Cardoso;Cartão de Crédito;376939
1902;05/07/2025;Loja Salvador;Camisa Social;Vestuário Masculino;1;116463;Bryan da Luz;Boleto;83699
1903;05/07/2025;Loja Salvador;Camiseta Polo;Vestuário Masculino;2;78937;Anthony Nogueira;Cartão de Débito;47192
1904;05/07/2025;Loja Salvador;Calça Jeans;Vestuário Masculino;1;286575;Bryan da Luz;Dinheiro;174583
1905;05/07/2025;Loja Porto Alegre;Cafeteira 15x;Casa e Eletro;5;91202;Luiz Gustavo Cardoso;Cartão de Crédito;81522
1906;05/07/2025;Loja Porto Alegre;Calça Jeans;Vestuário Masculino;3;32719;Yago Cardoso;Cartão de Crédito;19313
1907;05/07/2025;Loja São Paulo;Shorts Jeans;Vestuário Feminino;3;464109;Yago Cardoso;Cartão de Crédito;333086
1908;05/07/2025;Loja São Paulo;Notebook Intel i7;Eletrônicos;4;323254;Luiz Gustavo Cardoso;Cartão de Débito;21965
1909;05/07/2025;Loja Porto Alegre;Shorts Jeans;Vestuário Feminino;3;455322;André Costela;Cartão de Débito;344099
1910;05/07/2025;Loja Salvador;Saia Midi;Vestuário Feminino;1;8327;Dra. Isadora das Neves;Cartão de Crédito;67637
1911;05/07/2025;Loja Salvador;Camiseta Polo;Vestuário Masculino;4;102274;Luiz Gustavo Cardoso;PIX;51182
1912;05/07/2025;Loja Recife;Blusa Básica;Vestuário Feminino;2;206385;Sra. Ana Carolina Rodrigues;Cartão de Débito;136223
1913;05/07/2025;Loja São Paulo;Saia Midi;Vestuário Feminino;5;328644;Dra. Fernanda Pereira;Boleto;221874
1914;05/07/2025;Loja São Paulo;Calça Jeans;Vestuário Masculino;1;42365;André Costela;PIX;23585
1915;05/07/2025;Loja São Paulo;Sapato Social;Vestuário Masculino;1;305195;Vitória Gonçalves;Cartão de Débito;23845
1916;05/07/2025;Loja Salvador;Smartphone A22;Eletrônicos;2;366249;Vitória Gonçalves;Cartão de Débito;32644
1917;05/07/2025;Loja Salvador;Vestido Floral;Vestuário Feminino;2;401617;Sra. Ana Carolina Rodrigues;Dinheiro;207906
1918;05/07/2025;Loja Recife;Notebook Intel i7;Eletrônicos;4;82917;Vitória Gonçalves;Dinheiro;60181
1919;05/07/2025;Loja Recife;Calça Jeans;Vestuário Masculino;2;127655;Sra. Ana Carolina Rodrigues;Dinheiro;10519
1920;05/07/2025;Loja Recife;Camisa Social;Vestuário Masculino;2;43185;Vitória Gonçalves;Dinheiro;242833
1921;05/07/2025;Loja Fortaleza;Cafeteira 15x;Casa e Eletro;1;334065;Dra. Fernanda Pereira;Dinheiro;168397
1922;05/07/2025;Loja Porto Alegre;Notebook Intel i5;Eletrônicos;1;408883;Mirella Pires;Cartão de Débito;293208
1923;05/07/2025;Loja Fortaleza;Sapato Social;Vestuário Masculino;2;229993;Yago Cardoso;PIX;150377
1924;05/07/2025;Loja São Paulo;Blusa Básica;Vestuário Feminino;2;54829;Mirella Pires;Dinheiro;34042
1925;05/07/2025;Loja Porto Alegre;Saia Midi;Vestuário Feminino;2;266804;Sra. Ana Carolina Rodrigues;Dinheiro;144132
1926;05/07/2025;Loja Porto Alegre;Liquidificador;Casa e Eletro;3;10669;Luiz Gustavo Cardoso;PIX;8865
1927;05/07/2025;Loja Salvador;Blusa Básica;Vestuário Feminino;3;119627;Vitória Gonçalves;Cartão de Crédito;75221
1928;05/07/2025;Loja Salvador;Notebook Intel i5;Eletrônicos;2;111934;Luiz Gustavo Cardoso;Dinheiro;57404
1929;05/07/2025;Loja São Paulo;Cafeteira 15x;Casa e Eletro;5;24391;Dra. Isadora das Neves;PIX;12878
